,age,education-num,capital-gain,capital-loss,hours-per-week,workclass_ Federal-gov,workclass_ Local-gov,workclass_ Private,workclass_ Self-emp-inc,workclass_ Self-emp-not-inc,workclass_ State-gov,workclass_ Without-pay,education_level_ 10th,education_level_ 11th,education_level_ 12th,education_level_ 1st-4th,education_level_ 5th-6th,education_level_ 7th-8th,education_level_ 9th,education_level_ Assoc-acdm,education_level_ Assoc-voc,education_level_ Bachelors,education_level_ Doctorate,education_level_ HS-grad,education_level_ Masters,education_level_ Preschool,education_level_ Prof-school,education_level_ Some-college,marital-status_ Divorced,marital-status_ Married-AF-spouse,marital-status_ Married-civ-spouse,marital-status_ Married-spouse-absent,marital-status_ Never-married,marital-status_ Separated,marital-status_ Widowed,occupation_ Adm-clerical,occupation_ Armed-Forces,occupation_ Craft-repair,occupation_ Exec-managerial,occupation_ Farming-fishing,occupation_ Handlers-cleaners,occupation_ Machine-op-inspct,occupation_ Other-service,occupation_ Priv-house-serv,occupation_ Prof-specialty,occupation_ Protective-serv,occupation_ Sales,occupation_ Tech-support,occupation_ Transport-moving,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,race_ Amer-Indian-Eskimo,race_ Asian-Pac-Islander,race_ Black,race_ Other,race_ White,sex_ Female,sex_ Male,native-country_ Cambodia,native-country_ Canada,native-country_ China,native-country_ Columbia,native-country_ Cuba,native-country_ Dominican-Republic,native-country_ Ecuador,native-country_ El-Salvador,native-country_ England,native-country_ France,native-country_ Germany,native-country_ Greece,native-country_ Guatemala,native-country_ Haiti,native-country_ Holand-Netherlands,native-country_ Honduras,native-country_ Hong,native-country_ Hungary,native-country_ India,native-country_ Iran,native-country_ Ireland,native-country_ Italy,native-country_ Jamaica,native-country_ Japan,native-country_ Laos,native-country_ Mexico,native-country_ Nicaragua,native-country_ Outlying-US(Guam-USVI-etc),native-country_ Peru,native-country_ Philippines,native-country_ Poland,native-country_ Portugal,native-country_ Puerto-Rico,native-country_ Scotland,native-country_ South,native-country_ Taiwan,native-country_ Thailand,native-country_ Trinadad&Tobago,native-country_ United-States,native-country_ Vietnam,native-country_ Yugoslavia,income
education_level_ HS-grad,0.012517778412860586,-0.30532387721197946,-0.052199730683139135,-0.032067252778348196,0.009447230773902679,-0.018365978992663835,-0.04857737472768199,0.0685950637221072,-0.031231887186221097,0.004265963376820553,-0.051372900074692675,0.015612473408947383,-0.11618710312125935,-0.13428618535359318,-0.0792259747247633,-0.048948155209777376,-0.06978806727916206,-0.0948810367345621,-0.08584897015746795,-0.12939201703099162,-0.14829448507529908,-0.3124784076760248,-0.0768986447782914,1.0,-0.16908073139055546,-0.027829376031059876,-0.09262507246824575,-0.3689206537825409,0.033159502746041986,0.004501556715518371,-0.00376573532175351,-0.0010509296064424702,-0.04245440442427215,0.027045509487732888,0.03345248812226815,0.03119801260759639,0.001134632645985489,0.12684727002945662,-0.10770474743458784,0.02204174946120637,0.06014463019009904,0.10354747275269344,0.04898066744784269,0.006703884979707342,-0.22611202703155192,0.001929302091467951,-0.031216627245227394,-0.05357429586373533,0.09728459173741057,-0.0028616115660395074,-0.02587276613128816,0.02910020310489029,-0.007735717631987866,0.03781519306897954,-0.005285334225807524,0.013426562078116051,-0.04000240168643309,0.03754713384712505,-0.01199627772800356,-0.012961709801944438,-0.014370437293219662,0.014370437293219662,-0.000982040164386151,-0.0073033897939811495,-0.010329534614293617,0.005755660072626915,-0.010862239006224005,-0.008874305656051094,-8.661848130799344e-05,-0.012467534681760413,-0.0045097650087653615,-0.00964164534102201,-0.015975394596000267,0.0014070756549185582,-0.012024973747277094,-0.0006715104352892649,-0.003277147713797161,-0.00508622205074217,-0.004080461503537832,0.0002737438239414889,-0.03234394683125578,-0.015155643778487085,0.008744588219755151,-0.0016959186566859509,0.004281431775534352,-0.006482024804169767,-0.0040805377713626426,-0.04218728040442595,-0.0010005625337108832,-0.006823444236132226,0.0019281186029255087,-0.025413382022759057,0.0005811034205179253,0.003481036759963024,0.005916891721114107,0.0010359320945354771,-1.6716654084184795e-05,-0.018908202503739615,0.0009682265343059957,0.0009845624533580044,0.054005438764483195,-0.002348773869554613,0.0030972672812778677,-0.13624867675812036
education_level_ Masters,0.09498736875555065,0.36889798124814555,0.06607987623999864,0.04458907550210416,0.06136401566051971,0.014922397138509024,0.1316353403142432,-0.11361717788731894,0.009530720025013638,-0.004186343876219754,0.06744447034355633,-0.00522954188230378,-0.0404501228695579,-0.04675125337763484,-0.027582238699347998,-0.01704112452486761,-0.02429646510184234,-0.0330324923403597,-0.02988801078441088,-0.045047366244980847,-0.05162819263949836,-0.10878823591454523,-0.026771987132959862,-0.16908073139055546,1.0,-0.009688697364850956,-0.032247086479423905,-0.12843840128322082,0.0016543295536327553,-0.006456272288424797,0.051754749680115106,-0.007634935204000927,-0.04325115349297731,-0.020227695919664904,-0.00989906708615595,-0.06063034373614736,0.006702049672794254,-0.08570121307591999,0.12228117308823798,-0.03703439809415893,-0.05049357268698312,-0.05965030608482511,-0.07303942452341171,-0.01742264210708397,0.2632924087764286,-0.022751762535544805,-0.02993388645132624,-0.012141775726465286,-0.05067722334744071,0.04436221782876223,0.029188203925128234,-0.03289971603215823,-0.07842145212657876,-0.01981606390060367,0.02286591262058473,-0.012045793118653492,0.0320553455487373,-0.035153930864747274,-0.009457292153039762,0.019843392431762048,-0.00287046079536376,0.00287046079536376,-0.0058192188920851325,0.001511238739898182,0.03424978102799929,-0.008072373708881064,0.0028625530506148546,-0.004990722481711042,0.0019085452131664491,-0.008769030462439964,0.010143362564607537,0.017104644735557877,-0.004040588237315737,0.006676393038228349,-0.010590481620854658,-0.004539291649076743,-0.0011409272124313819,-0.00497417649289356,0.01335925245964179,0.004835035001510277,0.04718094710796082,0.018898691272704788,-0.0034263770091358297,0.0009055646360895581,-0.0055187781394924465,0.01100163993356043,-0.005229541882301711,-0.028423026313241333,0.0009826873384267975,-0.005352665973937012,-0.001535520868685739,-0.0057917817246763495,0.005699090040482849,-0.006381542312460347,-0.013567777700513912,0.004076673041093527,0.006920580152207767,0.033068370194745934,0.0014784553980370192,0.006258838604599225,-0.0022343564741195802,-0.010403778540804284,-0.005473026165757258,0.17209384786804632
education_level_ Preschool,0.007701909137887851,-0.14263728632550832,-0.004122295548412832,-0.00372654425148845,-0.013789714109854986,-0.007153419055724809,-0.002053681494084952,0.011294116908228876,-0.007761195178273157,-0.002087688374049749,-0.005734959391532543,-0.0008607420036330647,-0.006657776262164514,-0.0076948934362261485,-0.0045398224045390505,-0.002804836828505733,-0.0039990095736193824,-0.005436891850560283,-0.004919334593007486,-0.0074144468392672155,-0.008497599785338518,-0.01790569924864505,-0.004406461285657895,-0.027829376031059876,-0.009688697364850956,1.0,-0.005307620141935915,-0.021139963949438213,-0.0128575597761802,-0.0010626523069547705,-0.010588201055934648,0.015764847735267328,0.01632029206761295,-0.0007864058663125687,0.0032370895317726826,-0.009846053716742204,-0.0007027384907475607,-0.005852709446180922,-0.013957960282146057,0.04564813688768348,0.004649926111442318,0.016280454402444657,0.024011756243600725,0.012659192930130774,-0.013996755790000663,-0.005930963785325843,-0.01129902669522549,-0.007190094074009671,-0.004245674093118146,-0.012075396409261563,0.019463015419485065,0.0060386088927481905,-0.005567134960452427,-0.002925999022888169,-0.0035104708575736812,0.001746873850459341,0.016330548088246296,0.006226778600701528,0.009062431222238803,-0.015899804800541685,-0.004022251586066308,0.004022251586066308,0.022179783483497976,-0.002401819677242497,0.020219764910081445,-0.0017020155348437581,-0.00216884187413062,0.022125280242200805,-0.0012319789622498695,0.056182275538428576,-0.0020512006088293923,-0.001127162865040116,-0.002614386993446135,-0.001315212549304052,0.010987342577351289,0.05527798964732536,-0.00018778776361891118,-0.0008187108426079454,0.021302448765350233,-0.0007968658040444046,0.007463304263500288,-0.0014061303082954712,-0.0011271628650402162,-0.0018799365877370632,0.009726738929032586,-0.0017733124908101174,0.02488295831933146,0.10531284530893027,0.015731236715797365,-0.0008810072734623003,-0.0012603319146206806,0.010897319292303852,-0.0016915868192302105,-0.001479640632565751,0.00644411818454737,-0.0008399888924799237,-0.0018893338241914369,-0.0013935035930109693,-0.0010115812804766778,-0.000957798262540168,-0.09006349603044073,-0.0017123811966899688,-0.0009008176268351628,-0.021638477640380505
education_level_ Prof-school,0.06248359364269075,0.2541519866690103,0.10488445423465965,0.04398837603275091,0.07735231987006495,0.009358610464508494,-0.009254934576883507,-0.08923465101927762,0.08898565460804313,0.07821901188167887,0.008526843792187442,-0.0028648249380085916,-0.022159210758862853,-0.025611068727168784,-0.015109982298710476,-0.009335394879578159,-0.013309984066634504,-0.01809571659450013,-0.016373120355404242,-0.024677652672969678,-0.02828273242799129,-0.05959589926304273,-0.014666113802084617,-0.09262507246824575,-0.032247086479423905,-0.005307620141935915,1.0,-0.07036056757465814,-0.01873508043299303,0.0028303224404237696,0.06568370992005013,-0.01014908790132709,-0.043964028419802716,-0.015087969038616356,-0.012436063815257086,-0.04398112290852301,0.0072854002176827165,-0.04759854593777054,-0.02042453742336688,-0.017786715325370753,-0.028933040489578298,-0.03523847064789032,-0.04199864059054928,-0.009544396185679416,0.2727173018747907,-0.01857499933826891,-0.03750531637011916,-0.014222450630753954,-0.028575393854607212,0.06842993388453919,-0.012035890954358044,-0.0163392667508985,-0.047409596441542086,-0.028677831911345344,-0.0002396719582892024,-0.00962940708930801,0.0297384080391099,-0.03163430198581395,-0.002169500997173867,0.015475805917218144,-0.04738900450181629,0.04738900450181629,-0.0031878592383352894,0.00048174690394539626,0.0035217564664584778,0.01025411358460815,0.011541394127388565,-0.0061622558008496125,-0.0041004203806177305,-0.004615686615373384,0.003087831566832539,0.002251731821869918,0.004284853076233918,0.0007689696832302085,-0.005801631679360336,-0.0008578437392796639,-0.0006250177939457898,0.005537010218941883,-0.0033082710739654854,0.005836020103475916,0.05784911013731059,-0.004680051811444288,-0.003751558854259198,0.0009520251687631644,-0.0063504038113575195,0.009379153852064259,0.004994023308681578,-0.017761593574613994,-0.004332502356091321,-0.002932274243537153,-0.004194788082765251,0.01951102301769851,-0.0056301424632241555,-0.004924717703530334,-0.00828416137280058,-0.00279575194038506,0.0008850504729395801,0.014793664919703426,0.0033213141835676465,-0.0031878592383352924,-0.007681398801446695,-0.005699352808329464,-0.002998209441461379,0.15585615034434938
education_level_ Some-college,-0.09632589824528573,-0.024564784004570364,-0.0352146218639855,-0.017323267515318944,-0.06444346096341019,0.01609284431264251,-0.01938237055904649,0.016044925304951267,-0.009510603150944175,-0.02197293369302685,0.014764204525846772,-0.003963759226503388,-0.08825893791626231,-0.1020075015016765,-0.06018224223465978,-0.03718237287715471,-0.05301294663364987,-0.07207426044386085,-0.0652132527945108,-0.09828975584383876,-0.1126485935184557,-0.2373672433718421,-0.05841433802031439,-0.3689206537825409,-0.12843840128322082,-0.021139963949438213,-0.07036056757465814,1.0,0.017547798514209147,-9.516848611495065e-06,-0.0688177139247489,-0.009658423016524956,0.07017502500355428,-0.001188802493745498,-0.01986462445227117,0.10117645330665119,0.0028435756270856075,-0.012557022413913745,-0.005190066492510901,-0.02163165704711886,-0.014117155518890302,-0.03564846023385193,0.016922144482945784,-0.019300955655748554,-0.10794887823482689,0.03288406518415523,0.0493118194446507,0.03439470291813162,-0.025222875479644632,-0.06397277622137197,-0.0006768445342394719,-0.010465904378451659,0.09581460536743837,0.0058951056286761635,-0.010113773957862685,0.009193516973653065,-0.01349850388638128,0.011848292086751689,-0.0025953114032833203,-0.005365283648753089,0.05678231538723988,-0.05678231538723988,0.0029195359951676952,-0.004176567482416549,-0.01899752232713709,-0.008735727144000885,-0.0070249386417677515,-0.009516865667250452,0.0027542713029487004,-0.01425978573058789,-0.012577509081920336,-0.005461518597713101,0.0038988966053992106,-0.0044311153086546776,-0.012060261922433497,-0.00014242884346838552,0.008883069245922822,0.0021944718936328577,-0.01102682590272302,-0.005201619639690793,-0.016138794355008937,-0.0034340256564428092,-0.009253813560261406,-0.014674959861511403,0.003874259589828175,-0.0017881562490371142,-0.0014815313763793707,-0.04230541056033092,0.002451837192320445,0.010147569338615268,0.0002537338430041347,-0.004711796047844877,-0.0034536293282995275,-0.019614884247498313,-0.008877916884554613,-0.0009613346763427573,-0.0057874130753570825,-0.012335481057592575,-0.00918510479337792,0.002919535995169746,0.05244785393698053,0.0022882922600080944,-0.004825996101578012,-0.057397822336649494
marital-status_ Divorced,0.13613145036176497,-0.003526437469431473,-0.02603689360880808,-0.01599891920313679,0.014885595250050798,0.014433197689356268,0.023087464827669907,0.0032073926528846768,-0.02939916562069843,-0.024319110377597736,0.01322809261718758,-0.008669382442370359,-0.007205189224129143,-0.018371837990424005,-0.012147692257193258,-0.014542185070432624,-0.022239682947908707,-0.014621782577070109,-0.004806048231549264,0.021763747174861695,0.02391338868849503,-0.042788974666159996,-0.012157410803637176,0.033159502746041986,0.0016543295536327553,-0.0128575597761802,-0.01873508043299303,0.017547798514209147,1.0,-0.010703020432791439,-0.3754211950928474,-0.044710970691273166,-0.2776951262529037,-0.07218126015788177,-0.06856354279940187,0.07979035938954854,-0.0070779730831527455,-0.031637742293460044,0.009377979617382081,-0.04167381172836004,-0.027013079204093394,0.00423859589230013,0.016681480538428217,0.01045588647202471,-0.009520665559980311,-0.006551236328798258,-0.018315670491373216,0.012917681594604713,-0.020426611573877606,-0.3372071982481982,0.2633257829649077,-0.008201318219949693,-0.08916365122043486,0.3322128425092158,-0.08855942512732741,0.01271370487453686,-0.03147732596798576,0.01563597973957253,-0.007369603048158918,0.00034964478165014704,0.23712917056170363,-0.23712917056170363,-0.006982332386619078,0.0003227723339037134,-0.013733885465942017,-0.00513190753815107,0.0029254965696818235,-0.0020804551797227806,-0.004119019683181003,-0.01735843021309234,0.00427608219501268,0.004500302670892916,0.006001801743103356,-0.0074223883623336295,-0.011692270010504,-0.005904285513980264,-0.0018913959513259366,0.0073379277223884565,-0.010011315798988542,-0.0016216889869564782,-0.018480557370871856,-0.001448976921609005,-0.00455859596850008,-0.012135706625185086,-0.007158216744937175,0.0008749163820894659,-0.008669382442368033,-0.038691501017083615,-0.005264512311080623,0.005609490152970787,-0.002564881533973581,-0.014908716462322558,-0.012505934381520454,-0.002819391166224464,-0.005522537117008825,0.0006533701429640964,-0.004145634409914842,-0.01220271254759712,-0.002619341375933084,-0.004317732933558667,0.04835090054014956,-0.006801042673782516,-0.003407105763776594,-0.1339822736033136
marital-status_ Married-AF-spouse,-0.01563627064317582,0.0039771140399170865,-0.0011112039473933713,-0.0021217086814763132,0.0036001527395037583,0.009606774365232282,-0.007219052056456762,0.0008141655960576624,-0.0051718396671566625,0.000941258776687952,0.002552857339047908,-0.0005735739838162636,0.0006899238473129951,-0.005127658072490243,-0.0030252084961582553,-0.0018690634672073778,-0.00266482621131217,-0.0036229900540937754,-0.0032781046217356894,-0.0003075690707771051,0.0025071780976800738,0.0014329645756160432,0.004691600012260308,0.004501556715518371,-0.006456272288424797,-0.0010626523069547705,0.0028303224404237696,-9.516848611495065e-06,-0.010703020432791439,1.0,-0.02483819717378543,-0.0029581172303971503,-0.018372554320919252,-0.004775575794569059,-0.004536224425374828,0.0052749727032942355,-0.00046828493789923464,-0.0006361554690275965,-0.0030294236304776634,-0.00022096900760751963,-0.0017916569167366924,-0.003698181896278728,0.004310400127224455,-0.0019109081573233711,-0.0006158888912873547,0.0017703520505108986,0.0030066697327752836,-0.004791274138632448,-0.0024100335603317903,-0.0037301983815135227,-0.0157228713324206,0.00022202385474501664,-0.008674192539907699,-0.009157091124559452,0.06937851579673086,-0.0026225420510092292,0.0003876035256716604,-0.002833074635971353,-0.0023603041824202123,0.003529262534904763,0.018823264329260007,-0.018823264329260007,-0.0006382495135807422,-0.0016005043031112039,-0.0013318687849567835,-0.0011341747314720038,-0.0014452545231440576,-0.0012337611147167043,-0.0008209557316501381,-0.0015196536522516797,-0.0013668617307470584,-0.0007511092664028966,-0.0017421531152664407,-0.0008764202261369922,-0.001161559629985361,-0.0010402436146395887,-0.00012513642326730386,-0.0005455656138616129,-0.0006623574775068527,-0.0005310087016360664,-0.0015196536522518113,-0.0009370052341913921,-0.0007511092664030053,-0.0012527362594132927,-0.001271430712780902,-0.0011816849945869901,-0.0005735739838160737,-0.0037984176681429274,-0.0008674214620620583,-0.0005870781831006234,-0.0008398493324923534,0.008433335894008366,-0.0011272253320750338,-0.0009859904229777615,-0.0016585932976656025,-0.0005597447009525522,-0.001258998310441347,-0.000928591150346578,-0.0006740889866510049,-0.0006382495135804729,0.0052574535726670375,-0.0011410821136315832,-0.0006002792389990069,0.01168899910255266
marital-status_ Married-civ-spouse,0.30657659067807685,0.07562332942939876,0.1270634608439131,0.07333353054801793,0.22407569523788876,0.013378213029825399,0.013274552262599165,-0.13117394948298988,0.10856502988580294,0.1196791424838377,-0.0076551608434737356,0.006631003883235934,-0.02279769831899597,-0.05912469200602706,-0.03501453532194427,0.006747793963999281,0.010708302368802582,0.03144591090979706,0.0026522195736976262,-0.009051665085336417,0.013045199633562495,0.04482289112654097,0.045836095473913555,-0.00376573532175351,0.051754749680115106,-0.010588201055934648,0.06568370992005013,-0.0688177139247489,-0.3754211950928474,-0.02483819717378543,1.0,-0.10375948666388689,-0.6444392350146163,-0.16750901143363647,-0.1591134769550675,-0.14972888644226892,-0.0013060502631528747,0.1258191858835761,0.09837172371905255,0.044830070289834864,-0.05195963839990061,0.010056162192384675,-0.17122460259072486,-0.05089374919597016,0.03823250528749836,0.03770117743454828,-0.009689505515649042,-0.015795924106677645,0.07816903150586284,0.8972198554405721,-0.5495752120535923,-0.11572330599018549,-0.3710713592259894,-0.32119588252103926,0.23188260749469156,-0.01886376148480951,0.009628786349411228,-0.12311909893571427,-0.01226789073660963,0.10715890558849077,-0.43813633424208975,0.43813633424208975,0.005353206278639895,0.005998148382590616,0.02165549184283854,-0.006438119455377985,0.005793005404567185,-0.012612525954305636,0.0014089084897372726,-0.013584104102408824,-0.001216180960310425,-0.0011966567668475138,0.0014558007355761709,0.016420418008186638,-0.01835728433086641,-0.0058218158035816744,-0.004389309155089593,-0.01264670918120846,0.007063370657774696,-0.0008459956287187068,0.01601086107384265,0.007471105373704242,-0.005912168470435732,0.023066519786208186,-0.01576830953794641,0.00656410814543698,0.004573327358624744,0.006201871822791847,-0.007281501375698335,-0.01054051916515923,-0.005556138179663234,0.005755043591577156,0.004494602395923377,0.010942475579778394,-0.011766003608571,-0.0006575032337313152,0.003733111245533961,0.011946682275385387,-0.0008793756415837005,0.0035038350461455473,-0.009162844608025472,-0.004810059444597159,0.008437812906795322,0.44619235419294595
marital-status_ Married-spouse-absent,0.015975311067936555,-0.036081392798584376,-0.011136499076352481,-0.0078088090225666065,-0.0076442473696849015,-0.0025088365988477804,-0.004654242091997974,0.008886892673397498,-0.014077757217553983,0.0012086767783559605,-0.0007480033631564086,0.006951294420629013,0.0062961524646493235,0.0013416128785347099,0.0017169400572775034,0.03541174626210195,0.0416776884973214,0.011983299416881947,0.00622078552736255,0.0006786900152182431,-0.007827204984272031,-0.006690375204868779,0.004358944034654367,-0.0010509296064424702,-0.007634935204000927,0.015764847735267328,-0.01014908790132709,-0.009658423016524956,-0.044710970691273166,-0.0029581172303971503,-0.10375948666388689,1.0,-0.07674980562011538,-0.019949567575347008,-0.01894969729392333,0.00944434377060597,-0.001956221074698405,-0.0014718542122072165,-0.013100906030866036,0.016903689326666596,0.005838469779392021,-0.0018317268505440387,0.018496323129532713,0.017386891767194084,-0.008505993181438173,-0.006809272493302315,-0.008696625223770293,-0.010777292075034276,-0.001160362012139572,-0.09319784350737756,0.06398896209716183,0.03259335396559806,-0.01359904331613905,0.0723606204114576,-0.02447618997162754,0.01174028901634107,0.039841545832855235,0.01756413484227581,0.026752721075413623,-0.044066852886996986,0.04068712408013248,-0.04068712408013248,0.005734854983220239,3.4776331033043784e-05,0.026705668846575478,0.023663221747301445,0.005119183748578086,0.0427278655717558,0.016172101332189513,0.021954984822935404,-0.0017790135631729315,0.011142989235434535,0.005079141761478033,-0.0036611720298959996,0.027504032458266704,0.02661124019800735,-0.000522746918802455,0.017374531964425,-0.002766942841030988,0.007877714349850918,0.03964449143059173,0.0018120170927555333,0.011142989235441807,0.003341284891112519,0.028484595126324404,0.004151438888675207,0.016298646079559234,0.06042974602707645,-0.0036235804472856204,-0.0024524698988338824,0.015653057936694692,0.021822707372141655,0.042917115668194825,-0.004118892342628801,0.022263294852082515,-0.0023382865683596174,0.00753868000584075,0.0018989248345142875,0.013093957511817378,-0.00266623384254666,-0.10153575475078261,0.004643173331222361,-0.0025076162032921364,-0.038624373262043814
marital-status_ Never-married,-0.5268620729032745,-0.027313442558023645,-0.10463793990129479,-0.057084763135664796,-0.2123976422571312,-0.025578644605930394,-0.03943736732106343,0.1351978253332337,-0.08190973853751962,-0.10717486580319217,-0.00027580034339707063,-0.0017100232852829034,0.012597549187859615,0.07060855763605961,0.04750902908590875,-0.016012678433566484,-0.012851312293452906,-0.044818911182228145,-0.008269818417543616,-0.001705153204754658,-0.027967292577526122,0.012966022725825454,-0.03713953551592444,-0.04245440442427215,-0.04325115349297731,0.01632029206761295,-0.043964028419802716,0.07017502500355428,-0.2776951262529037,-0.018372554320919252,-0.6444392350146163,-0.07674980562011538,1.0,-0.12390466144851564,-0.11769457252042442,0.07784484694199117,0.009357642770275664,-0.09207017766851217,-0.09738210643414788,-0.013757670193646442,0.08181639878942333,-0.018851919751029476,0.12964348101646134,0.011326252368030362,-0.019846321074115474,-0.026057116745488402,0.029480831191155025,0.01047173726089345,-0.05870769872125435,-0.5788419826089062,0.3146343372171785,0.10690567756969664,0.49820787684972767,-0.049589424420054914,-0.15201903602797934,0.0051260832601091105,0.009155358380599624,0.07199706724365013,0.008624986684826315,-0.06850391562020351,0.17867243491333828,-0.17867243491333828,-0.0007753932086711936,-0.006011832070580584,-0.01655671966186184,0.0005889592123674606,-0.014789553109863525,0.0037699031333350867,-0.004420495046377063,0.019565308923578554,-0.0031518893289036194,-0.0027184448959961176,-0.008199675011177224,-0.009800856147566405,0.018713812051213398,0.003303507667327364,0.006811052022598994,-0.00030773666617516296,0.0018279004344605703,-0.0019218480709273672,-0.009515979067455637,-0.008172918912152681,0.009020173066669506,-0.018406530153621096,0.012650631710468438,-0.006114690626050005,0.00048524932605589207,0.007270588216377081,0.006543728093563622,0.006216203488418368,0.0022105759136288494,-0.0008123662957667198,-0.006876001084224493,-0.01152178989651649,0.0011492653448480733,-0.0010260904881416303,-0.0036103834798425468,0.00033326374005305913,-0.00067522129599052,0.001197644810824252,0.0034642870488272954,0.014593538194734685,-0.005086029818447136,-0.31953582278589765
marital-status_ Separated,0.014749906486302018,-0.052668935159773625,-0.01876480192631973,-0.014737255835516317,-0.014432669460476742,-0.004301162916628218,-0.00036494254605569344,0.018988493661750868,-0.017900556699378654,-0.01579703548753819,0.0014300310243493019,-0.003868187789194659,0.021045012217872045,0.014022963787242233,-0.0034034919136104696,0.003772777872496655,0.02051278442560337,0.0031599845336855526,0.011432735284483055,-0.004266588998801496,-0.0007022325269025308,-0.036520153050030556,-0.006969324866959825,0.027045509487732888,-0.020227695919664904,-0.0007864058663125687,-0.015087969038616356,-0.001188802493745498,-0.07218126015788177,-0.004775575794569059,-0.16750901143363647,-0.019949567575347008,-0.12390466144851564,1.0,-0.030592335821305664,0.0182877417773704,-0.0031581175746410017,-0.0119187516376822,-0.023914248175430353,-0.016569069400252535,-0.000513143960113634,0.01557334572328874,0.0490941664477208,0.024499075764946955,-0.017784071065486105,-0.006523062716024797,-0.008912886210219535,0.002693790697518977,-0.009383529582212459,-0.15045832564934605,0.06472631859866017,0.024603946805423195,-0.027601382383313687,0.1937102757429123,-0.039514289417136396,0.003162977408576151,-0.012663672629464405,0.09964449856695158,0.01443172017872298,-0.08211276269533865,0.10685720650362564,-0.10685720650362564,-0.004304360107942832,-0.00018223329331290707,-0.0013394643098935345,0.010288463564553341,0.011391783609012059,0.00817447164330141,0.00684326097529919,0.00986137716122021,-0.0042527929537009655,-0.005065487233772899,-4.275567418047153e-05,-0.0059105854041441655,0.006763106429659283,0.00276029310829015,-0.0008439210949665412,0.014939664394645504,0.0006460494182687306,-0.0035811271668125116,-0.005779682788842628,0.0009139350079401095,-0.0005558513631181816,-0.00032536465545400273,0.012769976843097986,-0.0022296811562813705,-0.003868187789196399,0.010751137479135649,0.009774013990880523,0.0018085919065975974,0.01047181980334319,0.0002740841124957759,-0.0015861730417896108,0.003662477360650211,0.02159094194094738,0.008323558045909557,-0.003102111617900018,-0.006262426557474131,-0.0045460618168948344,0.0010015269552779383,-0.018230810786486043,-0.007695467407801666,-0.004048288255602908,-0.07385326132742374
marital-status_ Widowed,0.25581918370007467,-0.06469783029123276,-0.005606350298754425,-0.00528127596623451,-0.08672484211430173,0.006381116554362243,0.027713969346441738,-0.019254081667737444,-0.005332031146164307,0.008572061195114798,-0.005230993587184681,0.0025217496538453665,0.021778413647409834,0.0023580119601156213,-0.0003492009785124861,0.028135253982319922,0.001778473575895424,0.05168983713953636,0.009802534094308587,-0.009338073222167911,-0.004799380910144115,-0.03960599832409618,-0.0041163819061824335,0.03345248812226815,-0.00989906708615595,0.0032370895317726826,-0.012436063815257086,-0.01986462445227117,-0.06856354279940187,-0.004536224425374828,-0.1591134769550675,-0.01894969729392333,-0.11769457252042442,-0.030592335821305664,1.0,0.038091929493731955,-0.0029998330455944734,-0.03929416072171623,-0.0066890166336491625,-0.0028457355361994736,-0.02105136515855381,-0.00046788863658784566,0.0503347135876498,0.0624994963854106,-0.014810048766731278,-0.01521309335347946,-0.0011163869732095711,-0.003902666800315927,-0.01598748019638297,-0.14291736979409675,0.10867813341634999,0.016404849795402424,-0.06308123549138127,0.16304190794064835,-0.037533837282924865,0.0050825985562005195,-0.0022301806725176457,0.019078588997969995,-0.004502245293606322,-0.015231842634172472,0.17729155267157118,-0.17729155267157118,0.0014801904935895997,-0.001342885188507996,-0.005858151649999413,0.0021475873151589574,0.0030673115628507496,-0.005018079107074257,-0.0009279535511931033,-0.002699411205823565,0.009483741444717612,-7.849787152348073e-05,0.003173946920958751,0.0025007188136710453,0.001751050976015244,0.0001762886044901571,-0.0008016238562130489,-0.0034948930118155032,-0.004243061623837404,0.009982943021182413,-0.0026994112058240033,0.0015890826434648657,-0.004811605532977652,0.006184361646970457,-0.005344505848065239,-0.00455785598985321,-0.0036743146137965866,-0.009064711953821825,0.00674190620162976,0.0022928514236185598,-0.005380074345836545,1.4411381886156176e-05,0.005406905126006872,0.004506755070553041,0.006575415123447015,-0.003585724235647636,0.006073885131172381,-0.005948554380482087,0.006227961819116606,-0.004088626020653315,0.002358596392162641,-0.007309771370331694,0.002075286933773197,-0.060443027356496155
